,label,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,frame,pos,strain,condition,colony_id,min_dist_PA_centroid
2333,25,3544,808.3199774266366,620.3490406320542,68.68992270239951,67.35344321548762,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,25,69.37253556840231
2334,26,2396,820.0605175292153,2019.6640233722871,63.22372024148746,50.534257759728334,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,26,109.65188724684108
2335,27,23,801.5652173913044,6.086956521739131,7.995461897604231,3.874788756789642,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,199.42043540182823
2336,28,14142,894.5436996181587,1179.3054730589731,217.4819997160016,114.81338123505655,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,79.65691230294377
2337,29,12350,888.9459109311741,558.472955465587,210.5756083242166,101.43386634274358,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,84.62799186612969
2338,30,1838,925.8307943416758,74.75136017410229,56.44920477112337,44.29646881154287,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,31,61.62040239576999
2339,31,2688,943.3928571428572,210.5602678571429,67.13870708384553,55.17631767099303,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,32,139.07113939594782
2340,32,9916,1039.4528035498186,1922.8615369100444,235.299905351305,68.5658201240898,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,111.84382260615465
2341,33,3918,1004.094180704441,653.7478305257785,93.87316617339908,56.05876920891673,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,34,94.98867722804695
2342,34,2324,1037.8975903614455,1649.8261617900173,78.52697982145033,40.39062475759358,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,35,93.4589075369514
2343,35,3493,1064.3006012024048,291.11938162038365,72.39799351749382,63.89238318013056,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,36,226.0171778248436
2344,36,1024,1058.2177734375,2034.2177734375,69.16776938000692,20.65540656466482,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,35.50340537612751
2345,37,2057,1060.386971317453,854.9027710257657,53.67909131775559,50.46858866585223,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,37,193.40962655243703
2346,38,2201,1112.0663334847795,398.54520672421626,57.58146227093189,51.64365590675055,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,39,264.81995734483297
2347,39,1238,1142.833602584814,940.4781906300484,52.25138695257883,31.508920239245363,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,40,191.30449511825316
2348,40,3382,1161.1354228267298,796.5493790656417,76.60834589991208,59.58196409747264,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,41,154.6534582881591
2349,41,6086,1200.584127505751,478.7247781794282,119.43417082058627,69.04437021501532,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,168.77828190105856
2350,42,4721,1252.9781825884347,1691.8095742427452,92.879588727196,67.32541241697432,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,44,71.36113844996152
2351,43,3976,1268.191398390342,1312.210764587525,76.90862662768616,68.17107483684396,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,45,95.8573426931767
2352,44,7342,1311.2186052846637,559.5863524925088,185.94613010456692,60.16861319077716,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,139.91522190100616
2353,45,3358,1290.885646217987,1146.8728409767718,68.28163004370124,63.45320237264321,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,47,55.87630089459272
2354,46,3602,1320.4733481399223,33.54164353137146,75.43614482329134,67.04483754467589,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,48,144.12673076482042
2355,47,2659,1338.886423467469,966.4001504324934,69.17748883590326,51.9556909184577,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,50,47.77311233257056
2356,48,2216,1356.0514440433212,2023.754963898917,66.0297524956238,44.33121342927121,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,51,254.2867085347793
2357,49,2609,1366.8696818704484,497.7654273668072,63.54330354674972,55.56995758293191,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,52,141.0568125476025
2358,50,7749,1492.2466124661246,1051.845915602013,185.81901607317585,65.18206775562183,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,207.43740138215355
2359,51,3643,1515.7998902003842,2018.5753499862751,85.5342014789784,57.49331450197369,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,54,94.68601376893172
2360,52,5771,1556.7059435106569,461.64356264079015,116.36907793477084,67.19885232100197,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,56,107.24811969664556
2361,53,3178,1591.5116425424796,879.8099433606042,70.49491652291637,59.46519497026082,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,57,84.90939509606874
2362,54,8492,1640.7162034856335,595.593617522374,112.84823310024731,99.49538260809123,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,59,195.0198266044544
2363,55,7632,1638.275681341719,1126.103904612159,119.30738514409876,89.15177145425159,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,58,146.82582795586168
2364,56,3364,1705.713139120095,1254.558561236623,69.18180099016698,63.948388031220496,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,60,197.6737837278208
2365,57,3472,1706.458525345622,1008.4098502304148,76.19469369305939,61.411875661358486,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,61,57.722399914326125
2366,58,2846,1737.574490513001,1749.318692902319,82.06770864802064,46.56741161351864,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,62,46.34794833976397
2367,59,2957,1803.324991545485,1426.341900574907,68.72528723415066,56.739027637187206,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,63,107.80459196106528
2368,60,6772,1861.8670998228,850.9159775546367,118.12165317722292,75.11894480307144,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,178.7133444639289
2369,61,458,1904.938864628821,11.576419213973798,43.60384115790929,16.140805324533112,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,102.254845380789
2370,62,4563,1944.2743808897656,1343.1911023449486,91.27073953289172,68.66069163563512,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,66,207.26285353727388
2371,63,3088,1989.059585492228,284.9507772020725,82.07688715328415,59.66967713455301,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,67,79.74823970040806
2372,64,2231,1991.4105782160464,1776.666965486329,63.323751724194246,48.02071706906091,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,68,58.96126376512206
2373,65,3521,2013.657483669412,771.3939221811985,82.98793632509556,56.18202458563621,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,69,113.62418794483877
2374,66,1867,1997.8843063738616,1956.2035350830208,117.79588888101114,28.199445535664736,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,36.97699346818479
2375,67,1313,2017.584920030465,120.50799695354152,54.22415539803068,34.02932133133949,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,71,79.11920020362767
2376,68,443,2032.10158013544,1879.5846501128667,40.15228919506365,16.25978914080193,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,106.35040407334871
2377,69,95,2036.5894736842104,1035.2842105263155,33.45975288796793,4.87239443547496,32,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,62.483548346297056
2378,1,134,10.23134328358209,1009.223880597015,19.325525820671054,9.95062961327909,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,223.1479692783861
2379,2,4797,78.53971232020012,1267.2184698770066,84.04636875511561,75.79306629529775,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,0,177.24782582264524
2380,3,4549,89.13035832051,1373.9912068586502,93.38026628776764,63.93974223194714,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,1,220.4482944802772
2381,4,5977,121.00719424460432,1561.994311527522,127.38927192300262,71.85959038059504,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,100.01645636750652
2382,5,7042,221.350326611758,1101.0384833854018,106.61944017520436,85.99109141765109,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,4,125.97823963969762
2383,6,2534,229.57300710339385,1701.672059984215,69.21011054200129,50.63823035257754,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,5,110.84192670881444
2384,7,1689,270.56897572528123,2002.6554174067496,48.64577027440293,45.96777615672415,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,107.85819621395709
2385,8,2417,289.6094331816301,1354.56681836988,67.42529052823537,48.82256089236777,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,7,136.69277151289856
2386,9,2596,311.4880585516179,737.4418335901387,60.49450965109664,58.35648732518489,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,8,183.9940663122732
2387,10,3962,321.41948510853103,1788.5843008581523,80.75443025524278,67.5689546072192,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,9,175.43818994354754
2388,11,4169,387.1455984648597,1645.363396497961,82.11125246867725,65.45097631573229,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,10,145.80376515668942
2389,12,1670,395.9724550898204,851.937125748503,54.97555135998721,42.673010410070425,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,11,75.9616882954407
2390,13,3407,420.4793073084825,1182.2089815086586,71.65347490535139,61.83517391483189,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,12,175.10449780321858
2391,14,5336,491.9677661169415,698.9587706146926,125.5555749365139,62.323234546214806,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,180.34811746294636
2392,15,3174,508.66446124763706,1670.9933837429112,81.41773525198225,55.502918828405605,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,15,175.50381482241124
2393,16,5263,542.3216796503895,1434.815504465134,85.59632820201412,82.54996546812845,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,16,98.16198490267394
2394,17,1000,606.982,773.036,39.50094402681989,33.621444064615105,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,17,143.0274598596854
2395,18,5676,648.3851303735024,1863.851832276251,97.86157619851274,77.75905475140712,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,18,46.85818974912932
2396,19,893,637.6584546472565,2030.957446808511,44.78382989085792,30.92139093235565,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,19,75.20810438570129
2397,20,4046,690.8306969846763,260.88284725654967,81.80082088229766,66.66415548106745,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,20,123.86415151650333
2398,21,4787,718.8165865886776,1193.8608731982451,94.7407953035258,67.72834736056251,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,21,122.03738491282022
2399,22,2707,742.020687107499,733.1813816032509,71.45663647965225,49.76646144018021,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,22,134.51786335471448
2400,23,3435,755.818922852984,453.0474526928675,75.91229075193455,61.06052189132421,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,23,73.41327182214079
2401,24,4687,773.7791764454876,806.9513548111798,81.32245063700466,75.34495387415811,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,24,81.82612147657785
2402,25,3820,808.07722513089,620.6607329842932,73.1538443054553,67.91536155156602,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,25,73.2729855166858
2403,26,2576,818.6083074534162,2019.5729813664595,66.6791632309981,52.43015001018922,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,26,115.1797969897664
2404,27,43,801.1395348837209,6.604651162790698,11.173400777010796,5.31505040716985,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,198.87770922657572
2405,28,14880,893.8021505376344,1178.7631720430109,219.94997507804888,120.07506979934983,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,77.62759784560234
2406,29,17110,916.4908825248392,581.5672706019872,318.32593157288426,97.74385185004888,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,122.11189510202512
2407,30,1925,924.7781818181818,75.1064935064935,57.84493837402859,45.24155207444928,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,31,61.73340578572775
2408,31,2772,942.3582251082252,211.16738816738817,67.73470762647602,56.49463266951594,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,32,139.3564158672143
2409,32,10320,1038.9868217054263,1923.340406976744,235.172687918653,70.5047228159398,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,93.76829725422724
2410,33,2512,1038.1226114649685,1652.3041401273886,83.42483970470056,41.34816930689216,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,35,93.30070903335098
2411,34,3663,1063.7881517881517,291.48020748020747,74.58663105074439,64.96261843547066,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,36,226.18354536420532
2412,35,1041,1057.283381364073,2034.198847262248,70.6742480763031,20.58579417689213,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,20.687596031757565
2413,36,2116,1059.81190926276,855.5311909262759,54.5060629315579,51.13229183627806,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,37,98.46753807171946
2414,37,2340,1111.1324786324783,398.7598290598291,58.736775175083736,53.2686899716937,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,39,265.5880566929382
2415,38,1295,1142.627027027027,940.8162162162162,53.23666917329265,32.189145426674244,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,40,31.133419164934843
2416,39,3554,1160.6136747326957,796.9231851435003,78.37957880555031,61.436897775411815,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,41,150.62245157622084
2417,40,6138,1199.8563049853371,480.2596937113066,115.77356205731436,72.02166218636862,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,168.01104216243752
2418,41,5016,1252.9280303030305,1693.223086124402,95.37486347590882,69.97707733088123,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,44,72.20540671787468
2419,42,4202,1267.7708234174204,1312.3603046168491,78.92047933642068,70.33660027881305,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,45,95.0201059504182
2420,43,7791,1310.291233474522,559.3334616865615,187.1903772063206,63.390861578495375,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,139.9835885324976
2421,44,3553,1290.656346749226,1147.6971573318322,70.51070292718053,65.28909517541635,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,47,52.56235920011393
2422,45,3901,1319.4278390156371,33.72571135606255,78.78591504423244,68.26369012137837,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,48,144.37996670185544
2423,46,2830,1338.7212014134277,966.5448763250884,70.63191015976894,53.630170573910725,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,50,47.18604993805729
2424,47,2274,1355.8799472295514,2023.747141600704,67.76676309143163,44.46657054289697,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,51,254.198352264246
2425,48,2769,1366.533766702781,498.23149151318165,64.77726283879711,57.57809597155049,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,52,143.27265332744585
2426,49,8137,1491.4151407152513,1052.4365245176357,186.2636912253428,66.18634085985009,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,206.4028233513013
2427,50,3719,1515.611723581608,2018.3355740790532,86.8527215808525,57.57537491260665,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,54,94.63301840604784
2428,51,6027,1556.8413804546208,462.6477517836403,116.56147040494729,70.56656249581351,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,56,108.3180966872113
2429,52,3321,1591.258958145137,880.4092140921409,71.67442774635482,61.02697147616591,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,57,84.99568157408909
2430,53,8216,1638.0317672833496,1124.759858812074,123.71312916927982,93.83654476800906,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,58,143.01198441512506
2431,54,9267,1641.2675083630086,595.2427970216899,118.7455717888446,102.46478290300266,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,59,194.1556652849964
2432,55,3565,1705.8776998597475,1255.2586255259466,69.70624425886973,66.86481190476732,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,60,197.30848362530887
2433,56,3672,1706.307734204793,1008.7957516339868,79.65321378390219,62.21067110695895,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,61,56.44572303609622
2434,57,2955,1737.6971235194585,1749.915059221658,82.93355659791449,48.09869338799445,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,62,44.13434855054975
2435,58,3288,1803.151763990268,1428.5054744525548,73.97454687905896,58.980105900519554,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,63,107.24755816761558
2436,59,7315,1861.93998632946,851.1066302118934,121.26369856135616,79.12326225023773,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,179.81273175177495
2437,60,486,1902.5823045267489,11.995884773662551,44.07216220287637,15.5990416988706,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,105.9802963688642
2438,61,4771,1944.4380632990988,1343.955145671767,90.34784607329574,72.61905359545173,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,66,206.6523378507379
2439,62,3242,1988.413016656385,285.49444787168414,86.27005196600673,60.95774277341199,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,67,79.4270584473231
2440,63,2431,1991.885232414644,1775.878239407651,66.30966244110819,49.16360797487684,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,68,56.86627676559932
2441,64,2086,1996.326941514861,1955.999041227229,114.47132030214024,30.29649970219016,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,38.1012398854789
2442,65,3803,2012.8238232973968,772.2014199316329,89.15487251504538,56.72721468031559,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,69,114.03060255135294
2443,66,1353,2016.7235772357724,119.69770879526978,55.49881233538689,33.92395965865167,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,71,78.55385330333664
2444,67,452,2032.154867256637,1877.3030973451328,41.643766717255126,15.861559866957323,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,110.5814935235662
2445,68,102,2036.372549019608,1035.764705882353,30.13382654540612,5.363540701613722,33,0,SA1,JE2RFP_gltTGFP_PAO1_TSB,-1,62.18882840602396
2446,1,1652,138.99213075060533,656.0024213075061,79.34576786619722,34.259034591798894,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,0,181.0342425096065
2447,2,244,111.50819672131148,1716.155737704918,18.568733038590462,16.77800748683074,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,1,59.85368489407241
2448,3,956,137.9058577405858,1775.3514644351465,46.0517806425778,34.28935127536601,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,2,21.074977376412107
2449,4,1281,272.78376268540205,870.5745511319282,52.64924399870034,34.67175031046186,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,3,33.36255570019695
2450,5,1100,316.6318181818182,399.4272727272728,52.88583546615071,28.128380017682066,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,4,160.79984489020262
2451,6,358,411.854748603352,1971.2458100558656,23.280126130237512,21.40992830012424,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,5,179.06241968968968
2452,7,569,463.725834797891,1653.7996485061512,34.45767331074248,22.47524556193925,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,6,153.07426243561903
2453,8,1519,606.9993416721527,1056.6254114549045,46.396962117023456,45.08331626617397,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,7,115.86873102909418
2454,9,28,694.0714285714286,2040.2142857142856,6.970414970745774,5.212333179720912,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,8,125.51891172636677
2455,10,860,756.910465116279,1275.8488372093022,42.83474061704947,27.397894402436755,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,9,74.45644418975787
2456,11,900,895.9122222222222,1223.0822222222223,51.63590625730575,25.620988884242696,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,10,91.6522673430938
2457,12,825,914.1309090909092,395.60848484848486,43.77545799211292,25.67929463753269,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,11,185.98160739171007
2458,13,817,923.4883720930231,1987.794369645043,47.24028689485895,25.2874726106892,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,12,110.43840048103426
2459,14,926,923.2948164146868,644.3336933045356,42.94616573248428,28.921972266199067,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,13,33.19192500267116
2460,15,673,947.479940564636,158.86032689450224,34.396687809965975,26.092693203216665,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,14,86.97297516965627
2461,16,743,1003.228802153432,1531.3176312247645,37.98776897091758,26.101593450758088,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,15,21.36296630854421
2462,17,856,1036.0514018691588,1601.6203271028037,51.413819766223256,25.017552140557832,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,16,56.73925444745085
2463,18,943,1081.3117709437963,1616.0445387062566,39.83806220492121,33.13482464224921,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,17,96.95865061705092
2464,19,638,1082.5971786833857,670.5548589341693,33.09777401265448,25.205603151669653,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,18,120.7058583473536
2465,20,188,1192.5797872340424,418.6755319148936,16.39397313815706,14.62452898403152,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,19,95.95675774650464
2466,21,797,1213.060225846926,1205.34504391468,43.70355845029496,24.45051693597844,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,20,64.09985996263579
2467,22,592,1232.8429054054054,1460.1875,31.53917477823242,25.501433193483347,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,21,167.3580820165918
2468,23,1285,1293.1439688715952,142.5143968871595,48.963049282918,34.0008244347494,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,22,183.94120615527115
2469,24,592,1371.179054054054,191.6064189189189,30.90353771865054,25.15479432452584,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,23,97.43606219610774
2470,25,1230,1438.7731707317073,1691.4447154471543,46.83202395822332,36.1863735850786,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,24,174.9833103278932
2471,26,969,1475.046439628483,405.6996904024768,48.8635358501848,27.23403491589493,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,25,54.2567417779736
2472,27,776,1497.0644329896909,1817.0953608247423,44.67307638620464,24.461650857547276,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,26,229.30660432720308
2473,28,1175,1511.5548936170212,977.5727659574468,43.07544881894523,36.29193702242967,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,27,153.01568655406854
2474,29,1341,1587.5219985085755,962.7091722595078,49.39727877024632,38.07712863734349,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,28,119.02707543935117
2475,30,618,1665.1925566343043,1169.3139158576053,30.231569381768708,26.778706123058683,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,29,155.23590134599428
2476,31,1110,1671.8306306306306,752.5702702702703,40.404035200143205,36.64221108113747,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,30,128.2170101641749
2477,32,641,1681.0811232449298,1800.8221528861154,40.30442132547947,21.64188692213233,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,31,124.77877195832971
2478,33,659,1689.7314112291351,1921.4704097116844,46.13542631375289,20.44183471271127,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,32,25.739917058690125
2479,34,652,1732.170245398773,650.8558282208589,34.83414516469193,25.53562678437443,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,33,174.14639643611898
2480,35,1219,1738.4741591468417,1900.53486464315,51.67312382417036,40.05149550899207,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,34,12.062589122989626
2481,36,1305,1833.9770114942528,1954.408429118774,61.64894110766294,30.02953081275884,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,35,69.15416569004834
2482,37,1187,1859.52401010952,1387.6015164279695,46.34751519448709,35.91715554609679,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,36,45.76776570751749
2483,38,878,1854.4066059225515,1330.8063781321184,44.6052373343284,27.55789383231662,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,37,20.07607822491276
2484,39,990,1890.0525252525251,1784.721212121212,41.56241929409244,35.27377514879119,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,38,18.890016944655475
2485,40,1821,1931.6512904997253,54.19879187259748,72.74712972179263,36.23456044126164,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,39,164.7347125891661
2486,41,471,1947.0700636942677,1133.1464968152866,28.750252240095985,22.005765750102235,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,40,52.77652853420012
2487,42,427,1962.592505854801,1102.857142857143,26.414666385538432,21.73081179583264,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,41,24.06648826971761
2488,43,2268,1991.522486772487,533.7888007054673,83.59837761720776,38.19407045450601,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,42,129.87371661111268
2489,44,945,1980.9121693121688,1678.9407407407407,48.140386794570645,28.015183903797386,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,43,155.5361265070505
2490,45,2466,2007.6240875912408,187.62449310624493,64.8045145704836,50.69608506507444,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,44,117.96014663319168
2491,46,597,2006.621440536013,322.0603015075377,33.55048561225204,24.67070396835284,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,45,95.87425094341948
2492,47,824,2019.3398058252428,2019.001213592233,43.94423900789784,27.39371405579976,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,46,96.01212796756992
2493,48,512,2027.447265625,82.544921875,30.430722544249843,22.786110752129726,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,47,188.42479052695896
2494,49,22,2030.636363636364,1939.4545454545453,6.114514107090304,4.603393273541583,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,48,58.65714196514817
2495,50,21,2036.142857142857,1914.619047619048,6.739290316773297,4.085993723814676,0,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,49,67.31285710662533
2496,1,243,111.8724279835391,1716.7366255144034,18.56673739019117,16.749321052355775,1,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,1,60.04232929380577
2497,2,1753,139.07529948659442,656.3593839132915,77.99852815428585,33.84317441359987,1,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,0,181.0143681539757
2498,3,1025,138.18439024390244,1775.871219512195,49.66624592756178,34.573104383239325,1,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,2,22.37333050259131
2499,4,1311,273.0968726163234,871.186117467582,53.22533203933276,35.0533373111386,1,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,3,33.51011883280073
2500,5,1137,316.67018469656995,400.04837291116974,53.498751613764966,28.72035071167114,1,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,4,160.4611604550482
2501,6,403,412.1836228287841,1971.893300248139,24.538677109465134,22.60130606283179,1,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,5,178.80392573108963
2502,7,630,464.4079365079365,1654.5079365079366,35.43346566034034,23.914720255164347,1,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,6,153.23367329199
2503,8,1647,608.120218579235,1057.0170006071646,47.914465061371104,46.95422451230269,1,0,SA2,JE2RFP_gltTGFP_PAO1_TSB,7,116.38882313736016
